"","Date","Province","negative","presumptive_negative","under_investigation","presumptive_positive","confirmed_positive","resolved","deceased","total_testing","Hospitalization","ICU","Ventilator","source","Note","SourceNewTests","SourceTotalTests","SourceNewConfirmations","SourceCumConfirmations","calcTotal","bestTotal","cumConfirmations","newConfirmations","newTests","prop"
"20",2020-03-04,"ON",1466,NA,78,NA,18,4,0,1566,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,1484,1566,18,18,1566,0.0114942528735632
"21",2020-03-05,"ON",1466,NA,78,NA,18,4,0,1566,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,1484,1566,18,0,NA,NA
"22",2020-03-06,"ON",1665,NA,72,NA,22,4,0,1763,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,1687,1763,22,4,197,0.0203045685279188
"23",2020-03-07,"ON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"24",2020-03-08,"ON",1918,NA,36,NA,24,4,0,1982,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,1942,1982,24,24,1982,0.012108980827447
"25",2020-03-09,"ON",2347,NA,22,NA,30,4,0,2403,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,2377,2403,30,6,421,0.0142517814726841
"26",2020-03-10,"ON",2347,NA,22,NA,31,4,0,2404,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,2378,2404,31,1,1,1
"27",2020-03-11,"ON",2888,NA,465,NA,36,5,0,3394,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,2924,3394,36,5,990,0.00505050505050505
"28",2020-03-12,"ON",2888,NA,465,NA,37,5,0,3395,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,2925,3395,37,1,1,1
"29",2020-03-13,"ON",5606,NA,939,NA,96,5,0,6646,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,5702,6646,96,59,3251,0.0181482620732082
"30",2020-03-14,"ON",5606,NA,939,NA,98,5,0,6648,NA,NA,NA,"https://www.ontario.ca/page/2019-novel-coronavirus",NA,NA,NA,NA,NA,5704,6648,98,2,2,1
"31",2020-03-15,"ON",7004,NA,1316,NA,140,5,0,8465,NA,NA,NA,"Input",NA,NA,NA,NA,NA,7144,8465,140,42,1817,0.023115024766098
"32",2020-03-16,"ON",8464,NA,1537,NA,172,5,0,10178,NA,NA,NA,"Input",NA,NA,NA,NA,NA,8636,10178,172,32,1713,0.0186806771745476
"33",2020-03-17,"ON",9415,NA,1567,NA,183,5,1,11171,NA,NA,NA,"Input",NA,NA,NA,NA,NA,9598,11171,183,11,993,0.0110775427995972
"34",2020-03-18,"ON",10305,NA,3378,NA,208,5,1,13897,NA,NA,NA,"Input",NA,NA,NA,NA,NA,10513,13897,208,25,2726,0.00917094644167278
"35",2020-03-19,"ON",12421,NA,3971,NA,251,5,2,16650,22,NA,NA,"Input","hosp filled in https://globalnews.ca/news/6701449/ontario-coronavirus-covid19-cases-march-19/",NA,NA,NA,NA,12672,16650,251,43,2753,0.0156193243734108
"36",2020-03-20,"ON",13718,NA,5475,NA,311,5,2,19511,23,NA,NA,"Input","hosp filled in from update on the 23rd, see 4:30 https://www.youtube.com/watch?v=T2o_hAeWnQM",NA,NA,NA,NA,14029,19511,311,60,2861,0.0209716882209018
"37",2020-03-21,"ON",15768,NA,7239,NA,368,6,3,23384,NA,NA,NA,"Input",NA,NA,NA,NA,NA,16136,23384,368,57,3873,0.0147172734314485
"38",2020-03-22,"ON",17634,NA,8361,NA,412,8,5,26420,NA,NA,NA,"Input",NA,NA,NA,NA,NA,18046,26420,412,44,3036,0.0144927536231884
"39",2020-03-23,"ON",19586,NA,8417,NA,489,8,6,28506,39,12,NA,"Input","hosp/icu filled in with march 24th link",NA,NA,NA,NA,20075,28506,489,77,2086,0.0369127516778524
"40",2020-03-24,"ON",21795,NA,10074,NA,572,8,8,32457,50,17,7,"Input","cum hosp/icu/vent: https://globalnews.ca/news/6723905/ontario-coronavirus-covid-19-cases-march-24/",NA,NA,NA,NA,22367,32457,572,83,3951,0.0210073399139458
"41",2020-03-25,"ON",24458,NA,10489,NA,667,8,13,35635,40,17,15,"Input","hosp/icu/vent filled in, 4:30 in the video https://globalnews.ca/news/6729654/ontario-coronavirus-covid-19-cases-march-25/",NA,NA,NA,NA,25125,35635,667,95,3178,0.0298930144745123
"42",2020-03-26,"ON",26727,NA,10965,NA,835,8,15,38550,80,29,20,"Input","hosp/icu/vent filled in, 2:10, https://www.youtube.com/watch?v=WQPlwQU5EAI ; she said 80, but it really looks like 50",NA,NA,NA,NA,27562,38550,835,168,2915,0.0576329331046312
"43",2020-03-27,"ON",29967,NA,10074,NA,967,8,18,41032,60,43,32,"Input","hosp/icu/vent filled in, 3:15, https://www.youtube.com/watch?v=dAU5BX5MIaE",NA,NA,NA,NA,30934,41032,967,132,2482,0.0531829170024174
"44",2020-03-28,"ON",33240,NA,8690,NA,1117,8,19,43072,NA,63,46,"Input","ICU/vent filled in 3:28, https://www.youtube.com/watch?v=vr35lAdgrZU",NA,NA,NA,NA,34357,43072,1117,150,2040,0.0735294117647059
"45",2020-03-29,"ON",40630,NA,7203,NA,1324,8,23,49186,NA,NA,NA,"Input","2 deaths not lab confirmed",NA,NA,NA,NA,41954,49186,1324,207,6114,0.0338567222767419
"46",2020-03-30,"ON",NA,NA,5651,NA,1706,431,23,48461,NA,100,61,"https://covid-19.ontario.ca/","Last update on 10:30, stop reporting negative test and total test decrease; Resolved case close after 14 days past symptom onset",NA,NA,NA,NA,1706,48461,1706,382,NA,NA
"47",2020-03-31,"ON",NA,NA,4280,NA,1966,534,33,51629,291,125,82,"Input","filled in hosp/icu/vent 3:05, https://www.youtube.com/watch?v=DpeAtgXL558; new location with more detail data https://data.ontario.ca/dataset/status-of-covid-19-cases-in-ontario",NA,NA,NA,NA,1966,51629,1966,260,3168,0.0820707070707071
"48",2020-04-01,"ON",NA,NA,3135,NA,2392,689,37,57874,332,145,98,"Input","filled in hosp/icu/vent, 4:30, https://www.youtube.com/watch?v=Hs5RdmLq1GM",NA,NA,NA,NA,2392,57874,2392,426,6245,0.0682145716573259
"49",2020-04-02,"ON",NA,NA,2052,NA,2793,831,53,62733,405,167,112,"Input","filled in hosp/icu/vent, 3:25 in video, https://www.youtube.com/watch?v=gGf1X3YMBZg",NA,NA,NA,NA,2793,62733,2793,401,4859,0.0825272689853879
"50",2020-04-03,"ON",NA,NA,1245,NA,3255,1023,67,66753,462,194,140,"Input","140 in ICU on a ventilator",NA,NA,NA,NA,3255,66753,3255,462,4020,0.114925373134328
"51",2020-04-04,"ON",NA,NA,1336,NA,3630,1219,94,71338,506,196,152,"Input",NA,NA,NA,NA,NA,3630,71338,3630,375,4585,0.0817884405670665
"52",2020-04-05,"ON",NA,NA,1449,NA,4038,1449,119,75046,523,200,154,"Input",NA,NA,NA,NA,NA,4038,75046,4038,408,3708,0.110032362459547
"53",2020-04-06,"ON",NA,NA,329,NA,4347,1624,132,78796,589,216,160,"Input",NA,NA,NA,NA,NA,4347,78796,4347,309,3750,0.0824
"54",2020-04-07,"ON",NA,NA,691,NA,4726,1802,153,81364,614,233,187,"Input",NA,NA,NA,NA,NA,4726,81364,4726,379,2568,0.147585669781931
"55",2020-04-08,"ON",NA,NA,1102,NA,5276,2074,174,84601,605,246,195,"Input",NA,NA,NA,NA,NA,5276,84601,5276,550,3237,0.169910410874266
"56",2020-04-09,"ON",NA,NA,1208,NA,5759,2305,200,88698,632,264,214,"Input",NA,NA,NA,NA,NA,5759,88698,5759,483,4097,0.117891139858433
"57",2020-04-10,"ON",NA,NA,1598,NA,6237,2574,222,92673,673,260,217,"Input",NA,NA,NA,NA,NA,6237,92673,6237,478,3975,0.120251572327044
"58",2020-04-11,"ON",NA,NA,1517,NA,6648,2858,253,96321,691,257,215,"Input",NA,NA,NA,NA,NA,6648,96321,6648,411,3648,0.112664473684211
"59",2020-04-12,"ON",NA,NA,1619,NA,7049,3121,274,103165,738,261,196,"Input",NA,NA,NA,NA,NA,7049,103165,7049,401,6844,0.0585914669783752
"60",2020-04-13,"ON",NA,NA,1534,NA,7470,3357,291,108230,760,263,203,"Input",NA,NA,NA,NA,NA,7470,108230,7470,421,5065,0.0831194471865745
"61",2020-04-14,"ON",NA,NA,2107,NA,7953,3568,334,113082,769,255,199,"Input",NA,NA,NA,NA,NA,7953,113082,7953,483,4852,0.0995465787304204
"62",2020-04-15,"ON",NA,NA,4429,NA,8447,3902,385,119092,795,254,188,"Input",NA,NA,NA,NA,NA,8447,119092,8447,494,6010,0.0821963394342762
"63",2020-04-16,"ON",NA,NA,4323,NA,8961,4194,423,128093,807,248,200,"Input",NA,NA,NA,NA,NA,8961,128093,8961,514,9001,0.0571047661370959
"64",2020-04-17,"ON",NA,NA,5993,NA,9525,4556,478,136992,829,245,200,"Input",NA,NA,NA,NA,NA,9525,136992,9525,564,8899,0.0633779076300708
"65",2020-04-18,"ON",NA,NA,6833,NA,10010,4875,514,146454,828,250,197,"Input",NA,NA,NA,NA,NA,10010,146454,10010,485,9462,0.0512576622278588
"66",2020-04-19,"ON",NA,NA,5736,NA,10578,5209,553,156097,809,247,196,"Input",NA,NA,NA,NA,NA,10578,156097,10578,568,9643,0.0589028310691693
"67",2020-04-20,"ON",NA,NA,3799,NA,11184,5515,584,164840,802,247,193,"Input",NA,NA,NA,NA,NA,11184,164840,11184,606,8743,0.069312592931488
"68",2020-04-21,"ON",NA,NA,5546,NA,11735,5806,622,174170,859,250,194,"Input",NA,NA,NA,NA,NA,11735,174170,11735,551,9330,0.0590568060021436
"69",2020-04-22,"ON",NA,NA,6845,NA,12245,6221,659,184531,878,243,192,"Input",NA,NA,NA,NA,NA,12245,184531,12245,510,10361,0.0492230479683428
"70",2020-04-23,"ON",NA,NA,6757,NA,12879,6680,713,194745,887,233,185,"Input",NA,NA,NA,NA,NA,12879,194745,12879,634,10214,0.0620716663403172
"71",2020-04-24,"ON",NA,NA,5414,NA,13519,7087,763,207040,910,243,193,"Input",NA,NA,NA,NA,NA,13519,207040,13519,640,12295,0.0520536803578691
"72",2020-04-25,"ON",NA,NA,8171,NA,13995,7509,811,217618,925,245,195,"Input",NA,NA,NA,NA,NA,13995,217618,13995,476,10578,0.0449990546417092
"73",2020-04-26,"ON",NA,NA,7417,NA,14432,8000,835,229638,938,252,195,"Input",NA,NA,NA,NA,NA,14432,229638,14432,437,12020,0.0363560732113145
"74",2020-04-27,"ON",NA,NA,5001,NA,14856,8525,892,242188,945,241,191,"Input",NA,NA,NA,NA,NA,14856,242188,14856,424,12550,0.0337848605577689
"75",2020-04-28,"ON",NA,NA,6282,NA,15381,8964,951,253040,957,239,187,"Input",NA,NA,NA,NA,NA,15381,253040,15381,525,10852,0.0483781791374862
"76",2020-04-29,"ON",NA,NA,9530,NA,15728,9612,996,264594,977,235,186,"Input",NA,NA,NA,NA,NA,15728,264594,15728,347,11554,0.0300328890427558
"77",2020-04-30,"ON",NA,NA,11859,NA,16187,10205,1082,277522,999,233,181,"Input",NA,NA,NA,NA,NA,16187,277522,16187,459,12928,0.0355043316831683
"78",2020-02-14,"AB",76,NA,NA,0,0,NA,0,76,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,76,76,0,NA,NA,NA
"79",2020-02-15,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"80",2020-02-16,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"81",2020-02-17,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"82",2020-02-18,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"83",2020-02-19,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"84",2020-02-20,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"85",2020-02-21,"AB",117,NA,NA,0,0,NA,0,117,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,117,117,0,0,117,0
"86",2020-02-22,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"87",2020-02-23,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"88",2020-02-24,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"89",2020-02-25,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"90",2020-02-26,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"91",2020-02-27,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"92",2020-02-28,"AB",173,NA,NA,0,0,NA,0,173,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,173,173,0,0,173,0
"93",2020-02-29,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"94",2020-03-01,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"95",2020-03-02,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"96",2020-03-03,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"97",2020-03-04,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"98",2020-03-05,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"99",2020-03-06,"AB",375,NA,NA,0,4,NA,0,NA,NA,NA,NA,"WBM",NA,NA,NA,NA,NA,379,379,4,4,379,0.0105540897097625
"100",2020-03-07,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"101",2020-03-08,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"102",2020-03-09,"AB",1452,NA,NA,0,7,NA,0,NA,2,0,NA,"WBM",NA,NA,NA,NA,NA,1459,1459,7,7,1459,0.0047978067169294
"103",2020-03-10,"AB",2004,NA,NA,0,14,NA,0,NA,2,NA,NA,"WBM",NA,NA,NA,NA,NA,2018,2018,14,7,559,0.0125223613595707
"104",2020-03-11,"AB",2600,NA,NA,0,19,NA,0,NA,4,NA,NA,"WBM",NA,NA,NA,NA,NA,2619,2619,19,5,601,0.00831946755407654
"105",2020-03-12,"AB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"106",2020-03-13,"AB",5429,NA,NA,0,29,NA,0,NA,6,2,NA,"WBM",NA,NA,NA,NA,NA,5458,5458,29,29,5458,0.00531330157566874
"107",2020-03-14,"AB",7069,NA,NA,0,39,NA,0,NA,6,2,NA,"https://www.alberta.ca/coronavirus-info-for-albertans.aspx",NA,NA,NA,NA,NA,7108,7108,39,10,1650,0.00606060606060606
"108",2020-03-15,"AB",7069,NA,NA,0,56,NA,0,NA,6,2,NA,"Input",NA,NA,NA,NA,NA,7125,7125,56,17,17,1
"109",2020-03-16,"AB",10524,NA,NA,0,74,NA,0,NA,7,2,NA,"Input",NA,NA,NA,NA,NA,10598,10598,74,18,3473,0.00518283904405413
"110",2020-03-17,"AB",12258,NA,NA,0,97,NA,0,NA,9,3,NA,"Input",NA,NA,NA,NA,NA,12355,12355,97,23,1757,0.0130904951622083
"111",2020-03-18,"AB",14447,NA,NA,0,119,NA,0,NA,14,3,NA,"Input",NA,NA,NA,NA,NA,14566,14566,119,22,2211,0.00995024875621891
"112",2020-03-19,"AB",16867,NA,NA,0,146,NA,1,NA,16,8,NA,"Input",NA,NA,NA,NA,NA,17013,17013,146,27,2447,0.0110339190845934
"113",2020-03-20,"AB",20165,NA,NA,0,195,NA,1,NA,17,9,NA,"Input",NA,NA,NA,NA,NA,20360,20360,195,49,3347,0.0146399760979982
"114",2020-03-21,"AB",23516,NA,NA,0,226,NA,1,NA,20,10,NA,"https://www.alberta.ca/covid-19-alberta-data.aspx",NA,NA,NA,NA,NA,23742,23742,226,31,3382,0.00916617386162034
"115",2020-03-22,"AB",26740,NA,NA,0,259,NA,1,NA,21,10,NA,"Input",NA,NA,NA,NA,NA,26999,26999,259,33,3257,0.0101320233343568
"116",2020-03-23,"AB",29757,NA,NA,0,301,NA,1,NA,23,10,NA,"Input",NA,NA,NA,NA,NA,30058,30058,301,42,3059,0.0137299771167048
"117",2020-03-24,"AB",32418,NA,NA,0,358,NA,2,NA,30,11,NA,"Input",NA,NA,NA,NA,NA,32776,32776,358,57,2718,0.0209713024282561
"118",2020-03-25,"AB",35089,NA,NA,0,419,NA,2,NA,34,11,NA,"Input",NA,NA,NA,NA,NA,35508,35508,419,61,2732,0.0223279648609078
"119",2020-03-26,"AB",36174,NA,NA,0,486,NA,2,NA,34,11,NA,"Input",NA,NA,NA,NA,NA,36660,36660,486,67,1152,0.0581597222222222
"120",2020-03-27,"AB",37673,NA,NA,0,542,NA,2,NA,35,13,NA,"Input",NA,NA,NA,NA,NA,38215,38215,542,56,1555,0.0360128617363344
"121",2020-03-28,"AB",NA,NA,NA,0,621,NA,2,42527,38,14,NA,"Input","Stop reporting negative test",NA,NA,NA,NA,621,42527,621,79,4312,0.0183209647495362
"122",2020-03-29,"AB",NA,NA,NA,0,661,NA,3,44999,40,15,NA,"Input",NA,NA,NA,NA,NA,661,44999,661,40,2472,0.0161812297734628
"123",2020-03-30,"AB",NA,NA,NA,0,690,NA,3,46057,42,17,NA,"Input",NA,NA,NA,NA,NA,690,46057,690,29,1058,0.0274102079395085
"124",2020-03-31,"AB",NA,NA,NA,0,754,NA,9,48692,42,18,NA,"Input","Note: total means individuals tested. New location https://covid19stats.alberta.ca/",NA,NA,NA,NA,754,48692,754,64,2635,0.0242884250474383
"125",2020-04-01,"AB",NA,NA,NA,0,871,NA,11,53141,42,20,NA,"Input","hosp and ICU numbers filled in using the second link",NA,NA,NA,NA,871,53141,871,117,4449,0.026298044504383
"126",2020-04-02,"AB",NA,NA,NA,0,968,NA,13,57096,44,20,NA,"Input",NA,NA,NA,NA,NA,968,57096,968,97,3955,0.0245259165613148
"127",2020-04-03,"AB",NA,NA,NA,0,1075,NA,18,61960,46,19,NA,"Input",NA,NA,NA,NA,NA,1075,61960,1075,107,4864,0.0219983552631579
"128",2020-04-04,"AB",NA,NA,NA,0,1181,240,20,64108,48,20,NA,"Input",NA,NA,NA,NA,NA,1181,64108,1181,106,2148,0.0493482309124767
"129",2020-04-05,"AB",NA,NA,NA,0,1250,279,23,64806,45,20,NA,"Input","Filling in cumulative hosp and ICU using WBM",NA,NA,NA,NA,1250,64806,1250,69,698,0.0988538681948424
"130",2020-04-06,"AB",NA,NA,NA,0,1348,361,24,65914,47,18,NA,"Input",NA,NA,NA,NA,NA,1348,65914,1348,98,1108,0.0884476534296029
"131",2020-04-07,"AB",NA,NA,NA,0,1373,447,26,67117,48,16,NA,"Input",NA,NA,NA,NA,NA,1373,67117,1373,25,1203,0.0207813798836243
"132",2020-04-08,"AB",NA,NA,NA,0,1423,519,29,68762,51,16,NA,"Input","Hosp/ICU prevalence fill in with : https://www.cbc.ca/news/canada/calgary/alberta-covid-19-data-statistics-numbers-cases-hospitalizations-1.5514947",NA,NA,NA,NA,1423,68762,1423,50,1645,0.0303951367781155
"133",2020-04-09,"AB",NA,NA,NA,0,1451,592,32,70247,53,15,NA,"Input",NA,NA,NA,NA,NA,1451,70247,1451,28,1485,0.0188552188552189
"134",2020-04-10,"AB",NA,NA,NA,0,1500,713,39,72370,54,15,NA,"Input",NA,NA,NA,NA,NA,1500,72370,1500,49,2123,0.0230805463966086
"135",2020-04-11,"AB",NA,NA,NA,0,1569,774,40,75278,54,15,NA,"Input",NA,NA,NA,NA,NA,1569,75278,1569,69,2908,0.0237276478679505
"136",2020-04-12,"AB",NA,NA,NA,0,1651,823,44,77316,53,15,NA,"Input",NA,NA,NA,NA,NA,1651,77316,1651,82,2038,0.0402355250245339
"137",2020-04-13,"AB",NA,NA,NA,0,1732,877,46,79781,53,14,NA,"Input",NA,NA,NA,NA,NA,1732,79781,1732,81,2465,0.0328600405679513
"138",2020-04-14,"AB",NA,NA,NA,0,1870,914,48,82469,62,15,NA,"Input",NA,NA,NA,NA,NA,1870,82469,1870,138,2688,0.0513392857142857
"139",2020-04-15,"AB",NA,NA,NA,0,1996,914,48,85502,58,15,NA,"Input",NA,NA,NA,NA,NA,1996,85502,1996,126,3033,0.0415430267062315
"140",2020-04-16,"AB",NA,NA,NA,0,2158,914,50,88499,61,13,NA,"Input",NA,NA,NA,NA,NA,2158,88499,2158,162,2997,0.0540540540540541
"141",2020-04-17,"AB",NA,NA,NA,0,2397,1124,50,92805,67,14,NA,"Input",NA,NA,NA,NA,NA,2397,92805,2397,239,4306,0.0555039479795634
"142",2020-04-18,"AB",NA,NA,NA,0,2562,1162,51,96897,61,16,NA,"Input",NA,NA,NA,NA,NA,2562,96897,2562,165,4092,0.0403225806451613
"143",2020-04-19,"AB",NA,NA,NA,0,2803,1198,55,101323,67,19,NA,"Input",NA,NA,NA,NA,NA,2803,101323,2803,241,4426,0.0544509715318572
"144",2020-04-20,"AB",NA,NA,NA,0,2908,1230,59,105317,68,18,NA,"Input",NA,NA,NA,NA,NA,2908,105317,2908,105,3994,0.0262894341512268
"145",2020-04-21,"AB",NA,NA,NA,0,3095,1273,61,109015,67,20,NA,"Input",NA,NA,NA,NA,NA,3095,109015,3095,187,3698,0.0505678745267712
"146",2020-04-22,"AB",NA,NA,NA,0,3401,1310,66,113499,72,20,NA,"Input",NA,NA,NA,NA,NA,3401,113499,3401,306,4484,0.068242640499554
"147",2020-04-23,"AB",NA,NA,NA,0,3720,1357,67,117835,73,19,NA,"Input",NA,NA,NA,NA,NA,3720,117835,3720,319,4336,0.073570110701107
"148",2020-04-24,"AB",NA,NA,NA,0,4017,1397,72,122447,77,22,NA,"Input",NA,NA,NA,NA,NA,4017,122447,4017,297,4612,0.0643972246313964
"149",2020-04-25,"AB",NA,NA,NA,0,4233,1471,73,127165,77,20,NA,"Input",NA,NA,NA,NA,NA,4233,127165,4233,216,4718,0.0457821110640102
"150",2020-04-26,"AB",NA,NA,NA,0,4480,1549,73,131572,85,22,NA,"Input",NA,NA,NA,NA,NA,4480,131572,4480,247,4407,0.056047197640118
"151",2020-04-27,"AB",NA,NA,NA,0,4696,1664,75,135442,88,21,NA,"Input",NA,NA,NA,NA,NA,4696,135442,4696,216,3870,0.0558139534883721
"152",2020-04-28,"AB",NA,NA,NA,0,4850,1800,80,138681,88,24,NA,"Input",NA,NA,NA,NA,NA,4850,138681,4850,154,3239,0.0475455387465267
"153",2020-04-29,"AB",NA,NA,NA,0,5165,1953,87,143886,95,22,NA,"Input",NA,NA,NA,NA,NA,5165,143886,5165,315,5205,0.0605187319884726
"154",2020-04-30,"AB",NA,NA,NA,0,5355,2161,89,148937,90,22,NA,"Input",NA,NA,NA,NA,NA,5355,148937,5355,190,5051,0.0376163136012671
"155",2020-02-14,"QC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"156",2020-02-15,"QC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
"157",2020-02-16,"QC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
